incident_id,date,location,category,sub_category,target_community,description,article_url,year,orig_sheet_name,orig_row_num
464,2019-07-14,Halifax,Human Rights,discrimination at work,anti-black,DND ordered to pay $25K for 'pure and simple racial prejudice',https://www.cbc.ca/news/canada/nova-scotia/racial-discrimination-department-of-national-defence-halifax-workplace-apprentice-1.5207193,2019.0,2019 collection,201
465,2019-07-16,Cornwall,NC,other,anti-indigenous,Indigenous residents forced to cross border to reach rest of Canada seek $150M for 'systemic discrimination',https://beta.canada.com/news/canada/indigenous-residents-of-ontario-island-face-discrimination-at-border-crossing-suit/wcm/d9cc3402-842f-4beb-916c-e105efb94a14/amp/,2019.0,2019 collection,202
466,2019-07-17,Kamloops,C,assualt,anti-black,B.C. man beaten at Kamloops nightclub claims RCMP ignored racial motives for attack,https://globalnews.ca/news/5511532/kamloops-hate-crime-beating/,2019.0,2019 collection,203
467,2019-07-18,Ottawa,NC,other,anti-black,Ontario waterpark criticized over 'racist images' on 'Kongo Expedition' ride,https://www.ctvnews.ca/canada/ontario-waterpark-criticized-over-racist-images-on-kongo-expedition-ride-1.4513331,2019.0,2019 collection,204
468,2019-07-18,Winnipeg,NC,hate speech,anti-semitism ; anti-immigration,People's Party board in a Winnipeg riding quits over concerns about racism,https://www.cbc.ca/news/canada/manitoba/people-party-canada-winnipeg-elmwood-transcona-resigns-quits-1.5215988,2019.0,2019 collection,205
469,2019-07-22,Berwick,Police Investigation,hate speech,anti-muslim,"Muslim friends allege violent threats, racist slurs at Annapolis Valley beach",https://www.cbc.ca/news/canada/nova-scotia/harbourville-bonfire-nightmare-muslim-friends-1.5220817,2019.0,2019 collection,206
470,2019-07-22,Vancouver,NC,policy,anti-racism,Vancouver councillor introduces motion to better define anti-Semitism,https://dailyhive.com/vancouver/vancouver-councillor-motion-anti-semitism-july-2019,2019.0,2019 collection,207
471,2019-07-23,Sechelt,Police Investigation,threats,anti-semitism,Sechelt RCMP alerted after anti-Semitic threats appear on social media,https://www.straight.com/news/1277836/sechelt-rcmp-alerted-after-anti-semitic-threats-appear-social-media,2019.0,2019 collection,208
472,2019-07-23,Quebec City,C,assualt,ant-immigration ; anti-muslim,Quebec City man decries racist violence after being stabbed leaving convenience store,https://www.cbc.ca/news/canada/montreal/quebec-city-man-decries-racist-violence-after-being-stabbed-leaving-a-store-1.5222628,2019.0,2019 collection,209
473,2019-07-24,Winnipeg,Legal Action,harrassment,anti-muslim,Maxime Bernier and his party are at the centre of legal action after a riding association apparently called an anti-fascist activist a ‘terrorist’ on social media,https://edmonton.citynews.ca/2019/09/17/ppc-apology-legal-action-bernier/,2019.0,2019 collection,210
474,2019-07-25,Regina,NC,political,white supremacy,Saskatchewan premier draws ire for tweeting photo of car with Confederate flag,https://edmonton.citynews.ca/2019/07/24/saskatchewan-premier-draws-ire-for-tweeting-photo-of-car-with-confederate-flag/,2019.0,2019 collection,211
475,2019-07-25,Toronto,NC,political,anti-immigration,Maxime Bernier says his party would cap immigration levels at 150K,https://www.cbc.ca/news/politics/maxime-bernier-immigration-speech-mississauga-1.5224114,2019.0,2019 collection,212
476,2019-07-25,Toronto,NC,hate speech,anti-muslims ; gendered,A Toronto Radio Host Is Getting Called Out For Tweeting And Deleting Racist Comments,https://www.narcity.com/news/ca/on/toronto/michael-stafford-is-getting-called-out-for-tweeting-and-deleting-racist-comments,2019.0,2019 collection,213
477,2019-07-25,Montreal,NC,hate speech,anti-muslim,Muslim woman alleges verbal assault on Montreal street: ‘It was pretty scary’,https://globalnews.ca/news/5684947/montreal-woman-alleges-assault-montreal/,2019.0,2019 collection,214
478,2019-08-01,Montreal,Police Investigation,hate speech,anti-semitism,"Montreal taxi driver beats Jewish man, yells ‘won’t move for any f***ing Jews’",https://www.timesofisrael.com/montreal-taxi-driver-beats-jewish-man-yells-wont-move-for-any-fing-jews/,2019.0,2019 collection,215
479,2019-08-02,Regina,NC,harrassment,anti-indian,Someone threw coffee at two men in Regina and police aren't ruling out racism as a motive,https://o.canada.com/news/regina-police-investigating-after-coffee-thrown-at-two-men/wcm/86b2b39c-ca69-4933-bf13-a6874f08c381,2019.0,2019 collection,216
480,2019-08-02,Surrey,NC,discrimination,other,Catholic says Khalsa Credit Union denied her membership because of religion,https://www.abbynews.com/news/catholic-says-khalsa-credit-union-denied-her-membership-because-of-religion/,2019.0,2019 collection,217
481,2019-08-05,Toronto,Police Investigation,harrassment,anti-semitism,Police suspect hate crime after Jewish boys assaulted in Toronto,https://www.timesofisrael.com/police-suspect-hate-crime-after-jewish-boys-assaulted-in-toronto/,2019.0,2019 collection,218
482,2019-08-06,Toronto,NC,other,anti-muslim,Air Canada Staff Allegedly Forced A 12-Year-Old Passenger To Remove Her Hijab,https://www.narcity.com/news/ca/air-canada-faces-backlash-for-allegedly-forcing-12-year-old-passenger-to-remove-hijab,2019.0,2019 collection,219
483,2019-08-06,Edmonton,C,vandalism,anti-semitism,Edmonton police investigating Nazi symbol spray painted on grass near mall,https://beta.canada.com/pmn/news-pmn/canada-news-pmn/edmonton-police-investigating-nazi-symbol-spray-painted-on-grass-near-mall/wcm/30167d67-5a67-4cf2-8a18-b2277926679e/amp/,2019.0,2019 collection,220
484,2019-08-07,Edmonton,NC,hate speech,anti-muslim,Imam ousted from community center in Edmonton,http://www.israelnationalnews.com/News/News.aspx/267046,2019.0,2019 collection,221
485,2019-08-07,Montreal,NC,other,anti-racism,Canadian Jews launch $10 million campaign to keep Montreal community institutions safe,https://www.jta.org/quick-reads,2019.0,2019 collection,222
486,2019-08-08,Montreal,C,profiled,anti-black,Montreal police fined black man $500 as he took out the recycling. He blames racial profiling,https://www.cbc.ca/news/canada/montreal/montreal-police-fined-black-man-500-as-he-took-out-the-recycling-he-blames-racial-profiling-1.5240564,2019.0,2019 collection,223
487,2019-08-08,Victoria,NC,hate speech,anti-latin,Mexican expat says he was harassed by fake immigration agent while busking in Victoria,https://globalnews.ca/news/5747556/victoria-busker-fake-ice-agent/,2019.0,2019 collection,224
488,2019-08-09,Waterloo,Other,other,anti-black,Waterloo man suing Trudeau over fiancée's denied visa application,https://kitchener.ctvnews.ca/i-should-have-my-new-family-here-waterloo-man-suing-trudeau-over-fianc%C3%A9e-s-denied-visa-application-1.4543714,2019.0,2019 collection,225
489,2019-08-09,Winnipeg,NC,hate speech,other,Winnipeg Youth Soccer Association examines policies after racist incident involving newcomers,https://www.cbc.ca/news/canada/manitoba/youth-soccer-racist-incident-1.5242593,2019.0,2019 collection,226
490,2019-08-09,Nova Scotia,Human Rights,human rights,anti-indigenous ; gendered,Former N.S. Native Women's Association president files human rights complaints over Googoo investigation,https://www.cbc.ca/news/canada/nova-scotia/googoo-human-rights-complaint-1.5240995,2019.0,2019 collection,227
491,2019-08-09,Ottawa,NC,profiled,other,Muslim student in Ottawa 'weirded out' by unexpected CSIS meeting,https://www.cbc.ca/news/canada/ottawa/csis-calls-visits-mulslim-students-ottawa-1.5240044,2019.0,2019 collection,228
492,2019-08-11,Calgary,NC,hate speech,anti-muslim,Calgarian Torpedoes Racist 'Camel' Tweet With Witty Comeback,https://www.huffingtonpost.ca/entry/racist-camel-tweet-calgary_ca_5d519985e4b0cfeed1a1565e,2019.0,2019 collection,229
493,2019-10-17,Vancouver,Investigation,vandalism ; political,anti-arab ; anti-muslim,People's Party of Canada candidate's signs in North Vancouver targeted with racist graffiti,https://www.straight.com/news/1315366/peoples-party-canada-candidates-signs-north-vancouver-targeted-racist-graffiti,2019.0,2019 collection,230
494,2019-10-17,Hamilton,Investigation,vandalism,not identified,Suspect wanted in connection with 4 acts of hate graffiti: Hamilton police,https://www.cbc.ca/news/canada/hamilton/hate-bias-graffiti-hamilton-police-1.5324342,2019.0,2019 collection,231
495,2019-10-18,Vancouver,NC,hate speech,not identified,Ministry of Education launches investigation over racism at Vancouver private boys school,https://www.theglobeandmail.com/canada/british-columbia/article-ministry-of-education-launches-investigation-over-racism-at-vancouver/,2019.0,2019 collection,232
496,2019-10-18,Toronto,NC,hate speech,white supremacists ; anti-racism,It never should have happened': Royal Canadian Legion probes why Rebel News event held at Toronto branch,https://www.cbc.ca/news/canada/toronto/it-never-should-have-happened-royal-canadian-legion-probes-why-rebel-news-event-held-at-toronto-branch-1.5326944,2019.0,2019 collection,233
497,2019-10-18,Sydney,NC,political,other,Estonian group calls for removal of Sydney-Victoria candidate,https://www.thechronicleherald.ca/federal-election/estonian-group-calls-for-removal-of-sydney-victoria-candidate-365140/,2019.0,2019 collection,234
498,2019-10-18,Thunderbay,NC,allegations ; political,anti-indigenous,"Thunder Bay city councillor found in conflict of interest after a complaint filed by a Thunder Bay resident following a meeting held at the Boys and Girls Clubs on June 20. The meeting was highly charged and featured exchanges described by some as racist, according to the report.",https://www.cbc.ca/news/canada/thunder-bay/thunder-bay-councillor-conflict-1.5327012,2019.0,2019 collection,235
499,2019-10-19,Charlottetown,NC,race relations,anti-racism,Pride P.E.I. is hosting a Halloween party on Oct. 26 and they encourage everyone to dress up in costume. But they've made one thing crystal clear — show up in anything culturally insensitive and there will be no trick or treats.,https://www.cbc.ca/news/canada/prince-edward-island/pei-halloween-cultural-appropriation-costumes-1.5318769,2019.0,2019 collection,236
500,2019-10-19,London,NC,allegations,white supremacists ; anti-racism,"London psychiatrist, Dr. Daniel Lefcoe, linked to support of Canadian Nationalist Party",https://globalnews.ca/news/6038246/london-psychiatrist-dr-daniel-lefcoe-linked-to-support-of-canadian-nationalist-party/,2019.0,2019 collection,237
501,2019-10-23,Hamilton,C,harassment ; hate speech ; politcal ; protest,anti-muslim ; anti-racism,"Four arrested in blockade of Hamilton People’s Party event, including son of Syrian restaurant owners",https://www.cp24.com/news/four-arrested-in-blockade-of-hamilton-people-s-party-event-including-son-of-syrian-restaurant-owners-1.4651845,2019.0,2019 collection,238
502,2019-10-23,Cole Harbour,Investigation,vandalism,not identified,Racist graffiti found in Cole Harbour investigated as hate crime,https://www.thechronicleherald.ca/news/local/racist-graffiti-found-in-cole-harbour-investigated-as-hate-crime-366916/,2019.0,2019 collection,239
503,2019-10-25,Gatineau,NC,race relations,anti-black,Author of book at centre of N-word complaint willing to change text,https://www.cbc.ca/news/canada/ottawa/robert-soulieres-book-n-word-complaint-1.5335079,2019.0,2019 collection,240
504,2019-10-19,Kelowna,NC,poltical,other,PPC party discredits its former Kelowna-Lake Country president’s past accusations of racism,https://www.vernonmorningstar.com/federal-election/ppc-party-discredits-its-former-kelowna-lake-country-presidents-past-accusations-of-racism/,2019.0,2019 collection,241
505,2019-10-25,Montreal,NC,public hearing,other ; anti-racism,"Thousands treated unfairly by Montreal police, advocates say at systemic racism hearings",https://montreal.ctvnews.ca/thousands-treated-unfairly-by-montreal-police-advocates-say-at-systemic-racism-hearings-1.4655149,2019.0,2019 collection,242
506,2019-10-23,Montreal,NC,protest,anti-racism,"Montrealers plan march against racism, Bill 21 on Sunday",https://montreal.ctvnews.ca/montrealers-plan-march-against-racism-bill-21-on-sunday-1.4652925,2019.0,2019 collection,243
507,2019-10-24,Mississauga,NC,political,anti-muslim ; anti-sikh/indian,Mississauga council opts to formally oppose Quebec's Bill 21,https://www.mississauga.com/news-story/9659265-mississauga-council-opts-to-formally-oppose-quebec-s-bill-21/,2019.0,2019 collection,244
508,2019-11-01,Toronto,NC,profiled ; human rights,anti-muslim ; anti-black,She left her kids to get groceries. What happened next has her suing police for racial profiling and assault,https://www.thestar.com/news/gta/2019/11/01/toronto-mom-claims-she-was-racially-profiled-detained-assaulted-when-police-came-to-check-on-her-kids.html,2019.0,2019 collection,245
509,2019-10-29,Georgina,Investigation,vandalism,anti-semitic,Police investigate vandalism of structure on property of Ontario synagogue,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/police-investigate-vandalism-of-structure-on-property-of-ontario-synagogue,2019.0,2019 collection,246
510,2019-08-23,Halifax,NC,discrimination at work,anti-black,Relative of murder-suicide perpetrator says that he would never have committed the murder-suicide if not for his time spent in Afghanistan and the suffering he went through as a Black person in the Canadian Armed Forces.,https://www.halifaxtoday.ca/local-news/forces-member-calls-on-caf-to-relocate-his-family-from-home-where-murder-suicide-occurred-1771338,2019.0,2019 collection,247
511,2019-11-05,Laval,NC,racial profiling,anti-black,Judge acquits Laval man ticketed for calling police officers racist,https://www.cbc.ca/news/canada/montreal/judge-laval-ticket-police-officer-1.5347451,2019.0,2019 collection,248
512,2019-10-29,Burnaby,NC,harassment,anti-asian,Speak English in Canada': Racist rant caught on video in Burnaby drugstore,https://edmonton.citynews.ca/2019/10/29/speak-english-in-canada-racist-rant-caught-on-video-in-burnaby-drugstore/,2019.0,2019 collection,249
513,2019-10-27,Toronto,NC,harassment,anti-asian,Hong Kong Student's Viral Thread On Canada Brought Him Praise And Racism,https://www.huffingtonpost.ca/entry/canadian-culture-viral-thread-shoji-yoshiyama_ca_5db5dd24e4b006d49170c78d,2019.0,2019 collection,250
514,2019-11-03,Richmond,NC,harassment,anti-asian,Racist rant caught on video after car wash confrontation in Richmond,https://www.citynews1130.com/2019/11/03/video-carwash-racist-richmond/,2019.0,2019 collection,251
515,2019-10-29,Toronto,NC,race relations,anti-mexican,"Toronto Couple’s ICE, Mexican Halloween Costume Draws Online Criticism",https://www.huffingtonpost.ca/entry/mexican-ice-halloween-costume-toronto_ca_5db8bd8ee4b066da55288116,2019.0,2019 collection,252
516,2019-11-07,St. John's,NC,allegations,anti-indigenous,"Gerry Byrne hurls accusations of racism, poaching to critics in legislature",https://www.cbc.ca/news/canada/newfoundland-labrador/byrne-accusations-legislature-1.5352183,2019.0,2019 collection,253
517,2019-10-18,Hamilton,NC,race relations,anti-racism,Councillor says Hamilton needs community centre focused on LGBTQ and racialized residents,https://www.cbc.ca/news/canada/hamilton/community-hub-1.5348580,2019.0,2019 collection,254
518,2019-10-18,Surrey,NC,race relations,anti-black,Touring comedy show cancelled over racism concerns,https://bc.ctvnews.ca/touring-comedy-show-cancelled-over-racism-concerns-1.4667227,2019.0,2019 collection,255
519,2019-10-18,London,NC,discrimination at work ; hate speech,anti-black,London woman fired by McDonald's after she reported staff using N-word at work,https://www.cbc.ca/news/canada/london/london-ontario-racist-incident-workplace-mcdonalds-1.5341465,2019.0,2019 collection,256
520,2019-10-18,Vancouver,NC,harassment,anti-asian,Racist rant captured on a bus on Davie Street,https://bc.ctvnews.ca/go-back-to-your-country-two-more-racist-rants-surface-days-after-viral-video-from-b-c-drugstore-1.4669467,2019.0,2019 collection,257
521,2019-10-19,"Windsor, NS",NC,race relations,anti-black,Black-faced ghouls raise racist spectre in Windsor,https://www.theguardian.pe.ca/news/canada/black-faced-ghouls-raise-racist-spectre-in-windsor-372445/,2019.0,2019 collection,258
522,2019-10-19,"Antigonish, NS",NC,race relations,anti-black,Walmart pulls costumes after it's accused of making 'mockery' of black culture,https://www.cbc.ca/news/canada/nova-scotia/walmart-canada-halloween-costumes-accusations-mocking-black-culture-1.5340054,2019.0,2019 collection,259
523,2019-10-19,Alberta,NC,political,white supremacists,Alberta ‘Wexit’ Group Says It Wants to Roll Back Womens’ Legal Rights and Outlaw ‘Racial Agitation’,https://pressprogress.ca/alberta-wexit-group-says-it-wants-to-roll-back-womens-legal-rights-and-outlaw-racial-agitation/,2019.0,2019 collection,260
524,2019-10-20,Winnipeg,Military investigation,political,white supremacists,"RCMP, feds pressed to find missing reservist with alleged links to neo-Nazis",https://www.ctvnews.ca/canada/rcmp-feds-pressed-to-find-missing-reservist-with-alleged-links-to-neo-nazis-1.4659426,2019.0,2019 collection,261
525,2019-10-23,Alberta,NC,political,white supremacists,Alberta separatist group applies to become federal political party; founder says he can't be a racist because his wife isn't white and doesn't speak English,https://www.cbc.ca/news/canada/calgary/wexit-federal-registration-1.5347597,2019.0,2019 collection,262
526,2019-10-23,Montreal,NC,race relations,anti-arab ; anti-muslim,"McGill Daily forced to publish Zionist, anti-Arab letter",https://www.mcgilldaily.com/2019/11/our-response/,2019.0,2019 collection,263
527,2019-10-23,Montreal,NC,human rights ; profiled,anti-black,"Montreal-area men file human rights complaints over alleged profiling, discrimination at banks",https://globalnews.ca/news/6128765/montreal-men-human-rights-complaints-discrimination-banks/,2019.0,2019 collection,264
528,2019-10-24,Laval,NC,human rights ; profiled,anti-arab,"Montreal-area men file human rights complaints over alleged profiling, discrimination at banks",https://globalnews.ca/news/6128765/montreal-men-human-rights-complaints-discrimination-banks/,2019.0,2019 collection,265
529,2019-10-25,Ottawa,NC,race relations,anti-racism,Anti-hate coalition looks to curb rise of hate crimes in Ottawa,https://globalnews.ca/news/6173750/ottawa-anti-hate-coalition/,2019.0,2019 collection,266
530,2019-10-25,National,NC,race relations,anti-indigenous; anti-arab ; anti-black; anti-semitic,Leak of thousands of posts from defunct neo-Nazi forum offers clues to identify Canadian members,https://www.cbc.ca/news/canada/iron-march-message-board-canadian-forces-1.5353201,2019.0,2019 collection,267
531,2019-10-26,St. John's,NC,political,anti-indigenous,Miawpukek chief asks to address House of Assembly on racism,https://www.cbc.ca/news/canada/newfoundland-labrador/mi-sel-joe-requests-to-address-house-1.5358225,2019.0,2019 collection,268
532,2019-10-28,Waterloo,NC,hate speech,anti-black,Student's use of N-word in video on social media condemned by Laurier,https://www.cbc.ca/news/canada/kitchener-waterloo/laurier-student-social-media-video-n-word-1.5359302,2019.0,2019 collection,269
533,2019-10-29,St. John's,NC,political,anti-indigenous,"Gerry Byrne hurls accusations of racism, poaching to critics in legislature",https://www.cbc.ca/news/canada/newfoundland-labrador/byrne-accusations-legislature-1.5352183,2019.0,2019 collection,270
534,2019-10-29,Toronto,NC,protest,anti-immigrant,Small group of Cherry supporters protest his firing outside Rogers headquarters,https://www.cp24.com/news/small-group-of-cherry-supporters-protest-his-firing-outside-rogers-headquarters-1.4684061,2019.0,2019 collection,271
535,2019-10-30,Strathmore,C,First Degree Murder,anti-indigenous,Shooting death of young Indigenous man forces rural community to confront racism,https://www.cbc.ca/news/investigates/kristian-ayoungman-shooting-strathmore-alberta-1.4866823,2019.0,2019 collection,272
536,2019-10-31,Peel,HR investigation,allegations,anti-black,Province launching review of Peel District School Board after racism allegations,https://www.cbc.ca/news/canada/toronto/peel-school-board-racism-review-1.5351594,2019.0,2019 collection,273
537,2019-11-01,Ottawa,NC,political,anti-muslim ; anti-semitic ; anti-racism,"MPP calls on Ontario legislature to denounce Quebec's Bill 21, prevent enacting similar law",https://toronto.ctvnews.ca/mpp-calls-on-ontario-legislature-to-denounce-quebec-s-bill-21-prevent-enacting-similar-law-1.4673779,2019.0,2019 collection,274
538,2019-11-01,National,NC,human rights ; discrimination at work,anti-indigenous,Inuk filmmaker’s experience with NFB prompts human rights complaint,https://aptnnews.ca/2019/11/07/inuk-filmmakers-experience-with-nfb-prompts-human-rights-complaint/,2019.0,2019 collection,275
539,2019-11-01,Niagra,NC,hate speech,anti-indigenous,Local group apologizes for racist comments about Indigenous hunters,https://www.niagarathisweek.com/news-story/9684315-local-group-apologizes-for-racist-comments-about-indigenous-hunters/,2019.0,2019 collection,276
540,2019-11-03,Toronto,NC,hate speech,anti-immigrant,I MEANT IT': Don Cherry fired over controversial poppy comment,https://torontosun.com/news/local-news/warmington-don-cherry-fired-over-controversial-poppy-comment,2019.0,2019 collection,277
541,2019-11-04,Winnipeg,NC,race relations,anti-muslim ; anti-immigrant,"That can't be my Winnipeg': Racism on the rise here, says woman born and raised in city",https://www.cbc.ca/news/canada/manitoba/opinion-winnipeg-racism-1.5359578,2019.0,2019 collection,278
542,2019-11-04,British Columbia,NC,political,anti-racism,B.C. introduces new strategy for fighting racism and hate in communities,https://o.canada.com/pmn/news-pmn/canada-news-pmn/b-c-introduces-new-strategy-for-fighting-racism-and-hate-in-communities/wcm/2aac97b4-eb4e-42d8-9b5f-1a9f223a67a4,2019.0,2019 collection,279
543,2019-11-04,British Columbia,NC,political,anti-racism,B.C. government looking into fines for people who engage in racist behaviour,https://globalnews.ca/news/6189724/b-c-government-looking-into-fines-for-people-engaging-in-racist-behaviour/,2019.0,2019 collection,280
544,2019-11-05,Montreal,NC,profiled ; human rights,anti-racism ; anti-black ; anti-arab ; anti-indigenous,"Montreal police told they must acknowledge racism, profiling within force",https://nationalpost.com/pmn/news-pmn/canada-news-pmn/quebec-human-rights-commission-urges-police-to-end-routine-street-checks,2019.0,2019 collection,281
545,2019-11-05,Victoria,NC,human rights ; discrimination at work,anti-black,Racial discrimination complaint against Victoria theatre rekindles debate about diversity on stage,https://www.cbc.ca/news/canada/british-columbia/langham-court-human-rights-complaint-1.5368954,2019.0,2019 collection,282
546,2019-11-06,Vancouver,NC,race relations,anti-racism,Riot Walk tour recounts dark moment in Vancouver's history,https://www.cbc.ca/news/canada/british-columbia/riot-walk-vancouver-history-tour-1.5358936,2019.0,2019 collection,283
547,2019-11-06,Toronto,NC,race relations ; protest,anti-semitic ; anti-palestinian,York University launches review after event with ex-Israeli soldiers met with massive protest,https://nationalpost.com/news/york-university-launches-review-after-event-with-ex-israeli-soldiers-met-with-massive-protest,2019.0,2019 collection,284
548,2019-11-06,Ottawa,NC,human rights ; profiled,anti-racism ; anti-black ; anti-arab ; anti-indigenous,"New Ottawa police chief vows vigilance on racial bias, discrimination",https://nationalpost.com/pmn/news-pmn/canada-news-pmn/new-ottawa-police-chief-vows-vigilance-on-racial-bias-discrimination,2019.0,2019 collection,285
549,2019-11-06,Calgary,NC,political,anti-semitic ; race relations,Cities face pushback over same anti-Semitism definition backed by federal government,https://www.saltwire.com/news/canada/cities-face-pushback-over-same-anti-semitism-definition-backed-by-federal-government-378660/,2019.0,2019 collection,286
550,2019-11-06,Toronto,NC,race relations,anti-racism,New plaque honours black community that helped 'forge the identity' of Leslieville,https://www.cbc.ca/news/canada/toronto/new-plaque-honours-black-community-that-helped-forge-the-identity-of-leslieville-1.5364692,2019.0,2019 collection,287
551,2019-11-06,Ottawa,NC,race relations ; discrimination at work,anti-black ; anti-racism,"More black profs needed at U of O, students say",https://www.cbc.ca/news/canada/ottawa/black-professors-university-ottawa-town-hall-1.5367473,2019.0,2019 collection,288
552,2019-11-07,Nova Scotia,NC,race relations,anti-black ; anti-indigenous ; anti-racism,Black and Indigenous voices often missing from climate change discussions,https://www.cbc.ca/news/canada/nova-scotia/climate-change-indigenous-black-nova-scotia-poverty-race-1.5350495,2019.0,2019 collection,289
553,2019-11-07,Thunder Bay,NC,race relations,anti-racism,How this 18-year-old is fostering multiculturalism in Thunder Bay,https://www.tvo.org/article/how-this-18-year-old-is-fostering-multiculturalism-in-thunder-bay,2019.0,2019 collection,290
554,2019-11-07,National,NC,race relations,anti-racism,Complaints about Don Cherry’s ‘you people’ remark overwhelm broadcast standards body,https://nationalpost.com/news/canada/don-cherry-hnic-you-people-hockey-coachs-corner,2019.0,2019 collection,291
555,2019-11-07,Winnipeg,NC,race relations,anti-racism,Winnipeg mayor calls Don Cherry's comments 'profoundly racist,https://winnipeg.ctvnews.ca/winnipeg-mayor-calls-don-cherry-s-comments-profoundly-racist-1.4681725,2019.0,2019 collection,292
556,2019-11-08,National,NC,race relations,other,"Canadian TV host calls hockey players ‘white boys’ and ‘bullies’, sparks backlash",https://www.thepostmillennial.com/comments-calling-hockey-players-white-boys-bullies-spark-backlash-on-the-social/,2019.0,2019 collection,293
557,2019-11-08,National,NC,other ; hate speech,white supremacist,Map of hate: Publication pinpoints Canadian users of neo-Nazi site Iron March,https://www.ctvnews.ca/canada/map-of-hate-publication-pinpoints-canadian-users-of-neo-nazi-site-iron-march-1.4703545,2019.0,2019 collection,294
558,2019-11-09,Ontario,NC,hate speech ; political,anti-indigenous,Lynn Beyak is back on the Senate payroll after suspension over letters condemned as racist,https://www.cbc.ca/news/politics/tasker-lynn-beyak-back-on-senate-payroll-1.5374559,2019.0,2019 collection,295
559,2019-11-11,Winnipeg,Pending Lawsuit,harassment,anti-indigenous,"Lawsuit alleges Indigenous soldier faced racism, bullying before his suicide",https://www.ctvnews.ca/canada/lawsuit-alleges-indigenous-soldier-faced-racism-bullying-before-his-suicide-1.4701622,2019.0,2019 collection,296
560,2019-11-12,Calgary,HR investigation,hate speech,anti-black,NHL investigating allegations of racial slur from Flames head coach,https://edmonton.citynews.ca/2019/11/26/nhl-investigating-allegations-of-racial-slur-from-flames-head-coach-3/,2019.0,2019 collection,297
561,2019-11-12,Pembroke,NC,allegations,white supremacists,"Pembroke gun store advertises 'White Friday' sale, but owner insists he's not racist",https://ottawa.ctvnews.ca/pembroke-gun-store-advertises-white-friday-sale-but-owner-insists-he-s-not-racist-1.4701434,2019.0,2019 collection,298
562,2019-11-12,Montreal,NC,human rights,anti-black ; anti-arab ; anti-indigenous,"Montreal police have no plans to end street checks, despite concerns",https://www.cbc.ca/news/canada/montreal/human-rights-commission-racial-profiling-1.5369444,2019.0,2019 collection,299
563,2019-11-13,Durham,NC,human rights ; hate speech,anti-black,"Facebook post shared by ex-Durham officers just 'wrong,' Ontario minister says",https://www.cbc.ca/news/canada/toronto/reaction-facebook-post-durham-regional-police-service-1.5375952,2019.0,2019 collection,300
564,2019-11-13,Nova Scotia,HR investigation,allegations,anti-indigenous,NUPGE launches probe over Indigenous scholarship recipient’s social media comments,https://globalnews.ca/news/6149683/nupge-indigenous-scholarship/,2019.0,2019 collection,301
565,2019-11-13,Port Alberni,NC,race relations,anti-indigenous,"Smudging demonstration violated girl's religious rights, B.C. mother says in lawsuit",https://bc.ctvnews.ca/smudging-demonstration-violated-girl-s-religious-rights-b-c-mother-says-in-lawsuit-1.4690589,2019.0,2019 collection,302
566,2019-11-14,Edmonton,Pending Lawsuit,allegations; defamation,anti-black ; anti-immigrant,"An Edmonton writer is threatening to sue Rebel Media for defamation in light of post titled ""“Somali refugee crashes Catholic School Board meeting, alleging racist dress policy""",https://www.vice.com/en_ca/article/8xww9a/edmonton-schools-durag-this-is-what-happens-when-you-try-to-fight-systemic-racism-in-canada,2019.0,2019 collection,303
567,2019-11-14,Toronto,NC,human rights,anti-black,Toronto-area rapper blames systemic racism for months of misdiagnosis,https://www.ctvnews.ca/health/toronto-area-rapper-blames-systemic-racism-for-months-of-misdiagnosis-1.4716013,2019.0,2019 collection,304
568,2019-11-15,Calgary,HR investigation,discrimination at work ; hate speech,anti-black,Reports: Flames fire Peters after allegations of racism,https://o.canada.com/pmn/sports-pmn/reports-flames-fire-peters-after-allegations-of-racism/wcm/8c30f91c-fc15-42b8-a9e6-3baaf400444d,2019.0,2019 collection,305
569,2019-11-16,Vancouver,NC,political,anti-racism,Vancouver School Trustee’s Anti-Hate Motion Headed for Full Board Vote,https://thetyee.ca/News/2019/12/06/Vancouver-School-Trustee-Anti-Hate-Motion-Vote/,2019.0,2019 collection,306
570,2019-11-17,Calgary,Military investigation,other,white supremacist,Navy investigating reservist who encouraged fellow members of neo-Nazi web forum to enlist,https://www.cbc.ca/news/canada/calgary/navy-reservist-iron-march-data-1.5382424,2019.0,2019 collection,307
571,2019-11-18,National,NC,poltical,white supremacist ; anti-immigrant,"Recordings reveal details of campaign to attack Maxime Bernier, PPC as racists before election",https://www.cbc.ca/news/politics/project-cactus-kinsella-daisy-ppc-bernier-1.5372715,2019.0,2019 collection,308
572,2019-11-19,"Windsor, NS",NC,race relations,anti-black ; anti-racism,Racial tensions at heart of community meeting following controversial Windsor Halloween display,https://www.saltwire.com/news/canada/racial-tensions-at-heart-of-community-meeting-following-controversial-windsor-halloween-display-384259/,2019.0,2019 collection,309
573,2019-11-19,Winnipeg,Military investigation,political,white supremacist,Neo-Nazi Terror Group Harbouring Missing Ex-Soldier: Sources,https://www.vice.com/en_ca/article/8xwwaa/neo-nazi-terror-group-harbouring-missing-ex-soldier-patrik-mathews-sources,2019.0,2019 collection,310
